id,name,year,era,governor,grantee,acres,leagues,county,land_case,outcome,patent_to,patent_date,patent_acres,glo_patent_no,scotus_cite,bancroft_scan_url,portal_url,mapped
rancho-simi,Simi,1795,spanish,Borica,Patricio Javier y Miguel Pico,113009,,Ventura,SD 103,Confirmed,Jose de la Guerra y Noriega,"June 29, 1865","113,009.21",400,,https://digicoll.lib.berkeley.edu/record/265846,https://ranchos.archivesofcalifornia.com/r/rancho-simi.html,yes
rancho-laguna-2,La Laguna (Gutierrez),1845,pico,Pico,Miguel Abila,48703,,,SD 021,Confirmed,Octaviano Gutierrez,"May 17, 1867","48,703.91",360,,https://digicoll.lib.berkeley.edu/record/266061,https://ranchos.archivesofcalifornia.com/r/rancho-laguna-2.html,yes
rancho-jurupa-1,Jurupa (Stearns),1838,alvarado,Alvarado,Juan Bandini,32259,,Riverside,SD 213,Confirmed,,,,483,,https://digicoll.lib.berkeley.edu/record/102013,https://ranchos.archivesofcalifornia.com/r/rancho-jurupa-1.html,yes
rancho-cuyama-1,Cuyama (Heirs Of Cesario Lataillade),1846,pico,Pío Pico,María Antonia de la Guerra y Lataillade,48827,,Santa Barbara,SD 104,Confirmed,Cesario Lataillade,"Jan. 10, 1879","48,827.50",342,,https://digicoll.lib.berkeley.edu/record/268896,https://ranchos.archivesofcalifornia.com/r/rancho-cuyama-1.html,yes
rancho-cienega-gabilan,Cienega Del Gabilan,1843,micheltorena,Micheltorena,Antonio Chavis,48780,11,Monterey,SD 314,Patented,Jesse D. Carr,"Oct. 15, 1867","48,780.72",250,,https://digicoll.lib.berkeley.edu/record/268939,https://ranchos.archivesofcalifornia.com/r/rancho-cienega-gabilan.html,yes
rancho-new-helvetia-1,New Helvetia,1841,alvarado,Alvarado,John A. Sutter,48839,,Sacramento,ND 319,Confirmed,John A. Sutter,"June 20, 1866","48,839.30",20,21 How. 170,https://digicoll.lib.berkeley.edu/record/256648,https://ranchos.archivesofcalifornia.com/r/rancho-new-helvetia-1.html,yes
rancho-sanjon-santa-rita,Sanjon De Santa Rita,1841,alvarado,Alvarado,F. Soberanes,48823,11,Merced,SD 206,Confirmed,Francisco Soberanes,"Nov. 20, 1862","48,823.80",198,,https://digicoll.lib.berkeley.edu/record/267550,https://ranchos.archivesofcalifornia.com/r/rancho-sanjon-santa-rita.html,yes
rancho-petaluma,Petaluma,1834,figueroa,Figueroa,M.G. Vallejo,66622,,Sonoma,ND 321,Confirmed,M.G. Vallejo,"Nov. 19, 1874","66,622.17",49,,https://digicoll.lib.berkeley.edu/record/102021,https://ranchos.archivesofcalifornia.com/r/rancho-petaluma.html,yes
rancho-santa-margarita-flores,Santa Margarita Y Las Flores,1841,alvarado,Alvarado,Pio Pico and Andres Pico,133440,,,SD 317,Confirmed,,,,505,,https://digicoll.lib.berkeley.edu/record/102014,https://ranchos.archivesofcalifornia.com/r/rancho-santa-margarita-flores.html,yes
rancho-liebre,La Liebre,1846,pico,Pio Pico,J. M. Flores,48799,11,Kern,SD 170,Confirmed,Jose M. Flores,"June 21, 1875","48,799.59",347,,https://digicoll.lib.berkeley.edu/record/266128,https://ranchos.archivesofcalifornia.com/r/rancho-liebre.html,yes
rancho-putos,Los Putos,1843,micheltorena,Micheltorena,J. M. Vaca and J. F. Pena,44383,10,Solano,ND 074,Confirmed,Juan M. Vaca and Juan F. Pena,"June 4, 1858","44,383.78",88,,https://digicoll.lib.berkeley.edu/record/264457,https://ranchos.archivesofcalifornia.com/r/rancho-putos.html,yes
rancho-laguna-tache,Laguna Del Tache,1846,pico,Pico,M. Castro,48800,9,Fresno,SD 255,Confirmed,Manuel Castro,"Mar. 6, 1866","48,800.62",301,,https://digicoll.lib.berkeley.edu/record/267596,https://ranchos.archivesofcalifornia.com/r/rancho-laguna-tache.html,yes
rancho-santa-cruz-island,Santa Cruz Island,1839,alvarado,Alvarado,Andres Castillero,52760,,,SD 340,Confirmed,Andres Castillero,"Mar. 21, 1867","52,760.33",,,https://digicoll.lib.berkeley.edu/record/268963,https://ranchos.archivesofcalifornia.com/r/rancho-santa-cruz-island.html,yes
rancho-tejon,El Tejon,1843,micheltorena,Micheltorena,José A. Aguirre and Ignacio del Valle,97616,,Kern,SD 327,Confirmed,Jose A. Aguirre and Ignacio del Valle,"May 9, 1863","97,616.78",344,,https://digicoll.lib.berkeley.edu/record/268950,https://ranchos.archivesofcalifornia.com/r/rancho-tejon.html,yes
rancho-punta-reyes-1,Punta De Los Reyes (Sobrante),1843,micheltorena,Micheltorena,Antonio M. Osio,48189,11,Marin,ND 236,Confirmed,Andrew Randall,"June 4, 1860","48,189.34",34,,https://digicoll.lib.berkeley.edu/record/256570,https://ranchos.archivesofcalifornia.com/r/rancho-punta-reyes-1.html,yes
rancho-pescadero-1,El Pescadero,1843,micheltorena,Micheltorena,"Hiram Grimes, Francis W. Grimes and William H. McKee",35446,,,ND 137,Confirmed,"Hiram Grimes, Francis W. Grimes, and William H. McKee","Jan. 18, 1858","35,446.00",107,,https://digicoll.lib.berkeley.edu/record/265497,https://ranchos.archivesofcalifornia.com/r/rancho-pescadero-1.html,yes
rancho-cachil-dehe-rancheria,Cachil Dehe Rancheria,1844,micheltorena,Micheltorena,Thomas O. Larkin and John S. Missroon,48854,,,ND 023,Confirmed,Thomas C. Larkin and John S. Missroon,"July 18, 1862","48,854.26",22,18 How. 557,https://digicoll.lib.berkeley.edu/record/264412,https://ranchos.archivesofcalifornia.com/r/rancho-cachil-dehe-rancheria.html,yes
pueblo-pueblo-san-jose,Pueblo Lands Of San Jose,1777,pueblo,Neve,Pueblo of San Jose,55892,,,ND 419,,the City of San Jos\u00e9,"June 4, 1884","55,891.77",179,,https://digicoll.lib.berkeley.edu/record/264265,https://ranchos.archivesofcalifornia.com/r/pueblo-pueblo-san-jose.html,yes
pueblo-city-monterey,City Lands Of Monterey,1830,pueblo,,City of Monterey,29699,,,SD 382,,the City of Monterey,"Nov. 19, 1891","29,698.53",256,,https://digicoll.lib.berkeley.edu/record/269001,https://ranchos.archivesofcalifornia.com/r/pueblo-city-monterey.html,yes
pueblo-pueblo-sonoma,Pueblo Lands Of Sonoma,1835,pueblo,Figueroa,Pueblo of Sonoma,6064,,,ND 423,,the City of Sonoma,"Mar. 31, 1880","6,063.95",68,,https://digicoll.lib.berkeley.edu/record/264267,https://ranchos.archivesofcalifornia.com/r/pueblo-pueblo-sonoma.html,yes
pueblo-city-angeles,City Lands Of Los Angeles,1781,pueblo,Neve,Pueblo of Los Angeles,17172,,,SD 386,,"the City of Los Angeles Aug. 9, 1866, and","Aug. 4, 1875","17,172.37",427,,https://digicoll.lib.berkeley.edu/record/269005,https://ranchos.archivesofcalifornia.com/r/pueblo-city-angeles.html,yes
pueblo-pueblo-santa-barbara,Pueblo Lands Of Santa Barbara,1834,pueblo,Figueroa,Pueblo of Santa Barbara,17826,,,SD 242,,the City of Santa Barbara,"May 31, 1872","17,826.17",386,,https://digicoll.lib.berkeley.edu/record/267583,https://ranchos.archivesofcalifornia.com/r/pueblo-pueblo-santa-barbara.html,yes
pueblo-pueblo-san-diego,Pueblo Lands Of San Diego,1834,pueblo,Figueroa,"Pueblo of San Diego (City of San Diego, claimant)",47323,,,SD 390,,,,,526,,https://digicoll.lib.berkeley.edu/record/102020,https://ranchos.archivesofcalifornia.com/r/pueblo-pueblo-san-diego.html,yes
mission-mission-dolores-bernal,Mission Dolores (Bernal),1834,mission,Figueroa,Jose C. Bernal,6,,,ND 165,,Carmen Sibrian de Bernal. et al,"June 13, 1882",5.86,158,,https://digicoll.lib.berkeley.edu/record/265525,https://ranchos.archivesofcalifornia.com/r/mission-mission-dolores-bernal.html,yes
mission-near-san-juan-bautista,Near Mission San Juan Bautista (Castro),1839,mission,Castro,Mariano Castro,33,,,SD 350,,Rufina Castro,"Mar. 18, 1885",33.47,,,https://digicoll.lib.berkeley.edu/record/268972,https://ranchos.archivesofcalifornia.com/r/mission-near-san-juan-bautista.html,yes
mission-mission-dolores-guerrero-y-palomares,Mission Dolores (Guerrero Y Palomares),1836,mission,Gutierrez,Francisco Guerroro y Palomares,28,,,ND 131,,the heirs of Francisco Guerrero y Palomares,"Apl. 1, 1870",28.41,160,,https://digicoll.lib.berkeley.edu/record/265491,https://ranchos.archivesofcalifornia.com/r/mission-mission-dolores-guerrero-y-palomares.html,yes
mission-mission-santa-clara,Mission Santa Clara,1845,mission,Pico,Narciso Bennett,359,,,ND 361,,Mary S. Bennett,"July 19, 1871",358.51,189,,https://digicoll.lib.berkeley.edu/record/264198,https://ranchos.archivesofcalifornia.com/r/mission-mission-santa-clara.html,yes
mission-san-juan-bautista,Mission San Juan Bautista,1846,mission,Pico,Jose Castro,401,,,SD 352,,Patrick Breen,"Jan. 22, 1877",401.25,248,,https://digicoll.lib.berkeley.edu/record/268974,https://ranchos.archivesofcalifornia.com/r/mission-san-juan-bautista.html,yes
mission-santa-barbara,S Of Mission Santa Barbara,1846,mission,Pico,Richard S. Den,,,,SD 338,,,,,,,https://digicoll.lib.berkeley.edu/record/268961,https://ranchos.archivesofcalifornia.com/r/mission-santa-barbara.html,yes
mission-vieja-purisima,La Mission Vieja De La Purisima,1845,mission,Pico,Joaquin and Jose Antonio Carrillo,4443,,,SD 061,,Joaquin and Jose A. Carrillo,"Nov. 7, 1873","4,413.60",376,,https://digicoll.lib.berkeley.edu/record/266096,https://ranchos.archivesofcalifornia.com/r/mission-vieja-purisima.html,yes
mission-soledad,Ex Mission Soledad,1846,mission,Pico,Feliciano Soberanes,8900,,,SD 348,,Feliciano Soberanes,"May 18, 1874","8,899.82",294,,https://digicoll.lib.berkeley.edu/record/268970,https://ranchos.archivesofcalifornia.com/r/mission-soledad.html,yes
mission-purisima,Mission Purisima,1845,mission,Pico,Juan Temple,14736,,,SD 389,,Jose Ramon Malo,"Oct. 12, 1882","14,735.76",372,,https://digicoll.lib.berkeley.edu/record/269008,https://ranchos.archivesofcalifornia.com/r/mission-purisima.html,yes
mission-viejo-paz,Mission Viejo/La Paz,1845,mission,Pico,Agustin Olvera,46433,,,SD 250,,Juan Forster,"Aug. 6, 1866","46,432.65",496,,https://digicoll.lib.berkeley.edu/record/267591,https://ranchos.archivesofcalifornia.com/r/mission-viejo-paz.html,yes
mission-san-diego,Mission San Diego,1846,mission,Pico,Santiago Arguello,58875,,,SD 347,,Santiago Arguello,"Sept. 1, 1876","58,875.38",532,,https://digicoll.lib.berkeley.edu/record/268969,https://ranchos.archivesofcalifornia.com/r/mission-san-diego.html,yes
mission-san-buenaventura,Ex Mission San Buenaventura,1846,mission,Pico,Jose Arnas,48823,,,SD 318,,Manuel A. Rodriguez de Poli,"Aug. 24, 1874","48,822.91",396,,https://digicoll.lib.berkeley.edu/record/268942,https://ranchos.archivesofcalifornia.com/r/mission-san-buenaventura.html,yes
mission-san-fernando,Ex Mission De San Fernando,1846,mission,Pico,E. de Celis,121619,,,SD 343,,Eulogio de Celis,"Jan. 8, 1873","116,858.46",410,,https://digicoll.lib.berkeley.edu/record/268965,https://ranchos.archivesofcalifornia.com/r/mission-san-fernando.html,yes
presidio-diego,Presidio de San Diego,1769,presidio,,Spanish Crown,,,,,,,,,,,,https://ranchos.archivesofcalifornia.com/r/presidio-diego.html,yes
presidio-monterey,Presidio de Monterey,1770,presidio,,Spanish Crown,,,,,,,,,,,,https://ranchos.archivesofcalifornia.com/r/presidio-monterey.html,yes
presidio-francisco,Presidio de San Francisco,1776,presidio,,Spanish Crown,1491,,,,,,,,,,,https://ranchos.archivesofcalifornia.com/r/presidio-francisco.html,yes
presidio-barbara,Presidio de Santa Bárbara,1782,presidio,,Spanish Crown,,,,,,,,,,,,https://ranchos.archivesofcalifornia.com/r/presidio-barbara.html,yes
pueblo-branciforte,Villa de Branciforte (Santa Cruz),1797,pueblo,Borica,Villa de Branciforte,,,Santa Cruz,,,,,,,,,https://ranchos.archivesofcalifornia.com/r/pueblo-branciforte.html,yes
rancho-suscol,Suscol,1843,micheltorena,Micheltorena,Mariano G. Vallejo,84000,,Solano,ND 318,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256647,https://ranchos.archivesofcalifornia.com/r/rancho-suscol.html,yes
rancho-mare-island,Mare Island (Isla de la Yegua),1840,alvarado,Jimeno; Alvarado,Victor Castro,1600,,Solano,ND 311,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/256640,https://ranchos.archivesofcalifornia.com/r/rancho-mare-island.html,yes
rancho-yerba-buena-island,Yerba Buena Island (Goat Island),1838,alvarado,Alvarado,Juan Jose Castro,150,,San Francisco,ND 299,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256628,https://ranchos.archivesofcalifornia.com/r/rancho-yerba-buena-island.html,yes
u-1,"preemption claim, 50 by 180 feet, Mission Dolores",,unattributed,,,,,San Francisco,N.D. 219,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265811,,no
u-2,200 square yards (Mission Dolores),,unattributed,Mariano Castro,Toribio Fanfuran,,,San Francisco,ND 391,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/264240,,no
u-3,Llano del Abrevadero,1822,spanish,P. V. de Sola,Jose Higuera,,,Santa Clara,N.D. 203,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265796,,no
u-4,addition to Santa Ana del Chino,1843,micheltorena,Manuel Micheltorena,I. Williams,,,San Bernardino,SD 335,Confirmed,,"Apr. 29, 1869",,478,,https://digicoll.lib.berkeley.edu/record/268958,,no
u-5,addition to San Miguelito,1846,pico,Pio Pico,Miguel Abila,,,San Luis Obispo,SD 38,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/256662,,no
u-6,Agua Caliente or Valle de San Jose,1840,alvarado,Juan B. Alvarado,Jose Antonio Pico,26629,,San Diego,,Confirmed,,,,,,,,no
u-7,Ojo de Agua,1844,micheltorena,Manuel Micheltorena,Jose Y. Limantour,,,,ND 307,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256636,,no
u-8,Aguajito,1837,alvarado,Juan B. Alvarado,M. Villagran,,,Santa Cruz,SD 282,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/268909,,no
u-9,Aguas Nieves,1844,micheltorena,Manuel Micheltorena,Samuel J. Hensley,,,Butte,ND 33,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/264420,,no
u-10,El Alamo Pintado,1843,micheltorena,Manuel Micheltorena,Marcelino,,,Santa Barbara,SD 212,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267556,,no
u-11,Rincon del Alisal,,unattributed,Jose Maria del Ray (priest),Santos and Sons,,,Santa Clara,ND 202,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267518,,no
u-12,"quicksilver mine New Almaden, formerly called Santa Clara",1846,pico,President of Mexico,Andres Castillero,,,Santa Clara,ND 420,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/264383,,no
u-13,Santa Ana y Santa Anita,1836,interim,Nicolas Gutierrez,Luis del Castillo Negrete,,,San Joaquin,S.D. 315,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268940,,no
u-14,Pueblo de los Angeles,1781,spanish,,Pueblo de los Angeles,17172,,,SD 386,Confirmed,"the City of Los Angeles Aug. 9, 1866, and","Aug. 4, 1875","17,172.37",427,,https://digicoll.lib.berkeley.edu/record/269005,,no
u-15,"Posolomi, including El Posito de las Animas",1844,micheltorena,Juan B. Alvarado and Manuel Micheltorena,Lope Inigo,3391,,Santa Clara,N.D. 410,Confirmed,,"Jan. 18, 1881",,145,,https://digicoll.lib.berkeley.edu/record/264257,,no
u-16,Rio de las Animas,1846,pico,Pio Pico,Leonardo Cota and Julian Chaves,,,Los Angeles,SD 176,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/266134,,no
u-17,Arastradero,1844,micheltorena,Manuel Rodriguez,Alberto F. Morris,,,Santa Cruz,ND 264,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256596,,no
u-18,Arias Rancho,1839,alvarado,Jose Castro,Francisco Arias,,,Monterey,SD 379,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268998,,no
u-19,lands previously assigned to the pueblo,1830,echeandia,,,,,,SD 382,Confirmed,the City of Monterey,"Nov. 19, 1891","29,698.53",256,,https://digicoll.lib.berkeley.edu/record/269001,,no
u-20,Rincon de la Ballena,1839,alvarado,Juan B. Alvarado,Jose Cornelio Bernar,,,Santa Cruz,ND 229,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256563,,no
u-21,Pueblo of Santa Barbara,1782,spanish,,Pueblo of Santa Barbara,,,Santa Barbara,SD 242,Confirmed,the City of Santa Barbara,"May 31, 1872","17,826.17",386,,https://digicoll.lib.berkeley.edu/record/267583,,no
u-22,Tomales and Baulinas,1836,interim,Nicolas Gutierrez,Rafael Garcia,8863,,Marin,N.D. 68,Confirmed,,,,38,,https://digicoll.lib.berkeley.edu/record/264452,,no
u-23,Orchard of San Juan Bautista,1846,pico,Pio Pico,Oliver Deleisiguez,,,Monterey,SD 385,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/269004,,no
u-24,El Primer Canon or Rio de los Berendos,1844,micheltorena,Manuel Micheltorena,F. Dye,26637,,Tehama,N.D. 12,Confirmed,,"Feb. 28, 1871",,2,,https://digicoll.lib.berkeley.edu/record/264404,,no
u-25,San Justo el Viejo and San Bernabe,1836,interim,Nicolas Gutierrez,Rafael Gonzalez,,,Monterey,S.D. 375,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268995,,no
u-26,Bnacocha,1846,pico,Pio Pico,M. T. Peralta,,,Marin,ND 314,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256643,,no
u-27,Flugge Ranch or Boga,1844,micheltorena,Manuel Micheltorena,Charles William Flugge,22150,,Butte,N.D. 358,Confirmed,,"Oct. 5, 1865",,18,,https://digicoll.lib.berkeley.edu/record/264195,,no
u-28,Bolsa de Tomales,1845,pico,Pio Pico,Juan N. Padilla,,,Marin,ND 121,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/265481,,no
u-29,Bolsas del Potrero y Moro Cojo or La Sagrada Familia,1822,spanish,P. V. de Sola,Jose Joaquin de la Torre,6915,,Monterey,S.D. 7,Confirmed,,"Dec. 19, 1859",,254,,https://digicoll.lib.berkeley.edu/record/266048,,no
u-30,Rancho del Refugio or Pastoria de las Borregas,1842,alvarado,Juan B. Alvarado,Francisco Estrada,,,Santa Clara,N.D. 97,Confirmed,,"Dec. 15, 1865",,144,,https://digicoll.lib.berkeley.edu/record/265458,,no
u-31,Briesgau,1844,micheltorena,Manuel Micheltorena,Wm. Bennitz,,,Shasta,ND 194,Rejected,,,,,23 How. 255,https://digicoll.lib.berkeley.edu/record/265788,,no
u-32,Yerba Buena or Socayre,1833,figueroa,Jose Figueroa,A. Chaboya,24342,,Santa Clara,N.D. 213,Confirmed,,,,183,,https://digicoll.lib.berkeley.edu/record/265805,,no
u-33,Buenavista,1822,echeandia,L. A. Arguello,Jose Santiago Estrada and brothers,7725,,Monterey,S.D. 204,Confirmed,Jose Santiago Estrada (patent issued via his attorney Mariano Malarín),"Sept. 15, 1869","7,725.56",274,,https://digicoll.lib.berkeley.edu/record/267548,,no
u-34,Llano de Buenavista,1823,echeandia,Luis Antonio Arguello,Jose Mariano Estrada,8446,,Monterey,S.D. 151,Confirmed,,"Jan. 4, 1860",,266,,https://digicoll.lib.berkeley.edu/record/266111,,no
u-35,Cahuenga,1843,micheltorena,Manuel Micheltorena,Jose Miguel Triunfo,,,Los Angeles,S.D. 50,Patented,David W. Alexander,"Aug. 2, 1872",,425,,https://digicoll.lib.berkeley.edu/record/266087,,no
u-36,Cahuenga,1846,pico,Jose Castro,Luis Arenas,,,Los Angeles,SD 225,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267566,,no
u-37,Cajon de Muscupiabe,1839,alvarado,Juan B. Alvarado,J. Bandini,,,Los Angeles,SD 378,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268997,,no
u-38,Cajon de los Negros,1846,pico,Pio Pico,Ygnacio Coronel,,,Los Angeles,SD 229,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267570,,no
u-39,Cajuenga,1845,micheltorena,Manuel Micheltorena,Jose Y. Limantour,,,Los Angeles,SD 321,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267617,,no
u-40,Las Calaveras,1846,pico,Pio Pico,F. Pico,,,,ND 399,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/264246,,no
u-41,"the California Missions and land (21 Missions, incl. Canada de los Pinos/College Rancho, La Laguna, Two Gardens)",,unattributed,,,,,various,ND/SD 425,Confirmed,,,,,,,,no
u-42,Laguna de Santos Calle,1845,pico,Pio Pico,Victor Prudon and Marcos Baca,,,Yolo,ND 411,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/264258,,no
u-43,Arroyo de los Calsoncillos,1843,micheltorena,Manuel Micheltorena,J. M. Castanares,,,Santa Clara,SD 319,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268943,,no
u-44,Camajal y El Palomar,1846,pico,Pio Pico,Juan J. Warner,,,San Diego,S.D. 358,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268980,,no
u-45,San Juan Capistrano del Camote,1846,pico,Pio Pico,T. Herrera and G. Quintana,,,San Luis Obispo,S.D. 260,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267601,,no
u-46,Camulos,1843,micheltorena,Manuel Micheltorena,Pedro C. Carrillo,,,Santa Barbara,S.D. 239,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267580,,no
u-47,Mission of San Juan Capistrano,1845,pico,Pio Pico,J. Foster,,,Los Angeles,SD 363,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/268985,,no
u-48,Mission of San Juan Capistrano,1845,pico,Pio Pico,J. Foster and J. McKinley,,,Los Angeles,SD 180,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/266136,,no
u-49,Carmel,1846,pico,Pio Pico,William Knight,,,,N.D. 166,Confirmed,,,,157,,https://digicoll.lib.berkeley.edu/record/265526,,no
u-50,Rosa de Castillo,1831,echeandia,Manuel Victoria,Juan Ballestero,,,Los Angeles,SD 309,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268935,,no
u-51,Garden of San Cayetano,1845,pico,Pio Pico,Juan B. Alvarado,,,Santa Clara,ND 414,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/264261,,no
u-52,Cazadores,1844,micheltorena,Manuel Micheltorena,Ernesto Rufus,,,Sacramento,N.D. 376,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/264227,,no
u-53,Cholam,1844,micheltorena,Manuel Micheltorena,Mauricio Gonzalez,26627,,San Luis Obispo,S.D. 71,Confirmed,,"Apr. 1, 1865",,314,,https://digicoll.lib.berkeley.edu/record/265821,,no
u-54,La Cienega,1846,pico,Pio Pico,A. Olvera and Narciso Botello,,,Los Angeles,SD 165,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/266124,,no
u-55,La Cienega or Paso de la Tigera,1843,micheltorena,Manuel Micheltorena,Vicente Sanchez,,,Los Angeles,S.D. 360,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/268982,,no
u-56,Cieneguita,1845,pico,Pio Pico,A. Carrillo,,,Santa Barbara,SD 20,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/266060,,no
u-57,Santa Clara Mission lands,1846,pico,Jose Castro,J. de Arnas,,,,ND 196,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265790,,no
u-58,Orchard of Santa Clara,1846,pico,Pio Pico,"Benito Dias, Juan Castaneda and Luis Arenas",,,,ND 412,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/264259,,no
u-59,Mission Santa Clara Orchard,1846,pico,Pio Pico,"Juan Castaneda, Luis Arenas and Benito Dias",,,Santa Clara,ND 402,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/264249,,no
u-60,Rancho de Colus,1845,pico,Pio Pico,John Bidwell,8876,,Colusi,N.D. 28,Confirmed,,,,17,,https://digicoll.lib.berkeley.edu/record/264415,,no
u-61,Los Coluses,1844,micheltorena,Manuel Micheltorena,Juan Daubenbiss,,,Colusi,ND 286,Rejected,,,,,21 How. 412,https://digicoll.lib.berkeley.edu/record/256617,,no
u-62,Corral de Padilla,1836,interim,Nicolas Gutierrez,Baldomero,,,,SD 160,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267528,,no
u-63,Guadalupe Llanito de los Correos,1833,figueroa,Jose Figueroa,Juan Malarin,8858,,Monterey,S.D. 109,Confirmed,,,,273,,https://digicoll.lib.berkeley.edu/record/265850,,no
u-64,one-half of Island Santa Cruz,1839,alvarado,Juan B. Alvarado,Andres Castilleros,,,Santa Barbara,SD 334,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268957,,no
u-65,Huerta de Quati or Cuati,1838,alvarado,Juan B. Alvarado,V. Reid,128,,Los Angeles,S.D. 171,Confirmed,,,,421,,https://digicoll.lib.berkeley.edu/record/266129,,no
u-66,Canada de San Miguelito and Canada del Diablo,1846,pico,Pio Pico,Ramon Rodriguez,8877,,Santa Barbara,S.D. 57,Confirmed,,"June 15, 1871",,391,,https://digicoll.lib.berkeley.edu/record/266094,,no
u-67,Pueblo of San Diego,1769,spanish,,Pueblo of San Diego,48556,,,SD 390,Confirmed,,,,526,,https://digicoll.lib.berkeley.edu/record/102020,,no
u-68,"37 50-vara lots, Mission Dolores",1846,pico,Pio Pico,Prudencio Santillan,,,San Francisco,ND 200,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265794,,no
u-69,"47 50-vara lots, Mission Dolores",,unattributed,,,,,San Francisco,ND 201,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265795,,no
u-70,Encino,1845,pico,Pio Pico,"Ramon, Francisco and Roque",,,Los Angeles,ND 292,Confirmed,,,,,,,,no
u-71,Loma del Espiritu Santo,1839,alvarado,Juan B. Alvarado,Maria del Espiritu Santo Carrillo,,,Monterey,SD 234,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267575,,no
u-72,San Felipe,1836,interim,Nicolas Gutierrez,F. D. Pacheco,,,Monterey,SD 78,Confirmed,,,,233,,https://digicoll.lib.berkeley.edu/record/265826,,no
u-73,Nueva Flandria,1844,micheltorena,Manuel Micheltorena,G. Swat,,,,ND 272,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256604,,no
u-74,one-fourth league,1844,micheltorena,Miguel Muro (priest),Buenaventura et al. (Neophytes),,,Santa Clara,ND 290,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256620,,no
u-75,two 50-vara lots in San Francisco,1845,pico,Pio Pico,S. Smith,,,San Francisco,ND 284,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256615,,no
u-76,Potrero de San Francisco,1844,micheltorena,Manuel Micheltorena,Ramon Francisco de Haro,,,San Francisco,N.D. 381,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/264232,,no
u-77,Potrero de San Francisco,1844,micheltorena,Manuel Micheltorena,Ramon de Haro and Francisco de Haro,,,San Francisco,,,,,,,,,,no
u-78,Pueblo of San Francisco,1833,figueroa,,Pueblo of San Francisco,,,,N.D. 427,Confirmed,,"June 20, 1884",,155,,https://digicoll.lib.berkeley.edu/record/264271,,no
u-79,Panoche Grande,1844,micheltorena,Manuel Micheltorena,V. Gomez,,,San Joaquin,ND 278,Confirmed,,,,,,,,no
u-80,half of San Ramon or Las Juntas,1833,figueroa,Jose Figueroa,Bartolo Pacheco and Mariano Castro,,,Contra Costa,N.D. 322,Confirmed,,"Apr. 7, 1866",,116,,https://digicoll.lib.berkeley.edu/record/256649,,no
