id,name,year,era,governor,grantee,acres,leagues,county,land_case,outcome,patent_to,patent_date,patent_acres,glo_patent_no,scotus_cite,bancroft_scan_url,portal_url,mapped,docket_relation
mission-vieja-purisima,La Mission Vieja De La Purisima,1845,mission,Pico,Joaquin and Jose Antonio Carrillo,4443,,,SD 061,,Joaquin and Jose A. Carrillo,"Nov. 7, 1873","4,413.60",376,,https://digicoll.lib.berkeley.edu/record/266096,https://ranchos.archivesofcalifornia.com/r/mission-vieja-purisima.html,yes,sole
mission-soledad,Ex Mission Soledad,1846,mission,Pico,Feliciano Soberanes,8900,,,SD 348,,Feliciano Soberanes,"May 18, 1874","8,899.82",294,,https://digicoll.lib.berkeley.edu/record/268970,https://ranchos.archivesofcalifornia.com/r/mission-soledad.html,yes,sole
mission-purisima,Mission Purisima,1845,mission,Pico,Juan Temple,14736,,,SD 389,,Jose Ramon Malo,"Oct. 12, 1882","14,735.76",372,,https://digicoll.lib.berkeley.edu/record/269008,https://ranchos.archivesofcalifornia.com/r/mission-purisima.html,yes,sole
mission-viejo-paz,Mission Viejo/La Paz,1845,mission,Pico,Agustin Olvera,46433,,,SD 250,,Juan Forster,"Aug. 6, 1866","46,432.65",496,,https://digicoll.lib.berkeley.edu/record/267591,https://ranchos.archivesofcalifornia.com/r/mission-viejo-paz.html,yes,sole
mission-san-diego,Mission San Diego,1846,mission,Pico,Santiago Arguello,58875,,,SD 347,,Santiago Arguello,"Sept. 1, 1876","58,875.38",532,,https://digicoll.lib.berkeley.edu/record/268969,https://ranchos.archivesofcalifornia.com/r/mission-san-diego.html,yes,sole
mission-san-buenaventura,Ex Mission San Buenaventura,1846,mission,Pico,Jose Arnas,48823,,,SD 318,,Manuel A. Rodriguez de Poli,"Aug. 24, 1874","48,822.91",396,,https://digicoll.lib.berkeley.edu/record/268942,https://ranchos.archivesofcalifornia.com/r/mission-san-buenaventura.html,yes,sole
mission-san-fernando,Ex Mission De San Fernando,1846,mission,Pico,E. de Celis,121619,,,SD 343,,Eulogio de Celis,"Jan. 8, 1873","116,858.46",410,,https://digicoll.lib.berkeley.edu/record/268965,https://ranchos.archivesofcalifornia.com/r/mission-san-fernando.html,yes,sole
presidio-diego,Presidio de San Diego,1769,presidio,,Spanish Crown,,,,,,,,,,,,https://ranchos.archivesofcalifornia.com/r/presidio-diego.html,yes,sole
presidio-monterey,Presidio de Monterey,1770,presidio,,Spanish Crown,,,,,,,,,,,,https://ranchos.archivesofcalifornia.com/r/presidio-monterey.html,yes,sole
presidio-francisco,Presidio de San Francisco,1776,presidio,,Spanish Crown,1491,,,,,,,,,,,https://ranchos.archivesofcalifornia.com/r/presidio-francisco.html,yes,sole
presidio-barbara,Presidio de Santa Bárbara,1782,presidio,,Spanish Crown,,,,,,,,,,,,https://ranchos.archivesofcalifornia.com/r/presidio-barbara.html,yes,sole
pueblo-branciforte,Villa de Branciforte (Santa Cruz),1797,pueblo,Borica,Villa de Branciforte,,,Santa Cruz,,,,,,,,,https://ranchos.archivesofcalifornia.com/r/pueblo-branciforte.html,yes,sole
rancho-suscol,Suscol,1843,micheltorena,Micheltorena,Mariano G. Vallejo,84000,,Solano,ND 318,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256647,https://ranchos.archivesofcalifornia.com/r/rancho-suscol.html,yes,sole
rancho-mare-island,Mare Island (Isla de la Yegua),1840,alvarado,Jimeno; Alvarado,Victor Castro,1600,,Solano,ND 311,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/256640,https://ranchos.archivesofcalifornia.com/r/rancho-mare-island.html,yes,sole
rancho-yerba-buena-island,Yerba Buena Island (Goat Island),1838,alvarado,Alvarado,Juan Jose Castro,150,,San Francisco,ND 299,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256628,https://ranchos.archivesofcalifornia.com/r/rancho-yerba-buena-island.html,yes,sole
u-1,"preemption claim, 50 by 180 feet, Mission Dolores",,unattributed,,,,,San Francisco,N.D. 219,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265811,,no,sole
u-2,200 square yards (Mission Dolores),,unattributed,Mariano Castro,Toribio Fanfuran,,,San Francisco,ND 391,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/264240,,no,sole
u-3,Llano del Abrevadero,1822,spanish,P. V. de Sola,Jose Higuera,,,Santa Clara,N.D. 203,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265796,,no,sole
u-4,addition to Santa Ana del Chino,1843,micheltorena,Manuel Micheltorena,I. Williams,,,San Bernardino,SD 335,Confirmed,,"Apr. 29, 1869",,478,,https://digicoll.lib.berkeley.edu/record/268958,,no,sole
u-5,addition to San Miguelito,1846,pico,Pio Pico,Miguel Abila,,,San Luis Obispo,SD 38,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/256662,,no,sole
u-6,Agua Caliente or Valle de San Jose,1840,alvarado,Juan B. Alvarado,Jose Antonio Pico,26629,,San Diego,SD 218,Confirmed,,,,,,,,no,sole
u-7,Ojo de Agua,1844,micheltorena,Manuel Micheltorena,Jose Y. Limantour,,,,ND 307,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256636,,no,sole
u-8,Aguajito,1837,alvarado,Juan B. Alvarado,M. Villagran,,,Santa Cruz,SD 282,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/268909,,no,sole
u-9,Aguas Nieves,1844,micheltorena,Manuel Micheltorena,Samuel J. Hensley,,,Butte,ND 33,Confirmed,,,,,20 Howard 261,https://digicoll.lib.berkeley.edu/record/264420,,no,sole
u-10,El Alamo Pintado,1843,micheltorena,Manuel Micheltorena,Marcelino,,,Santa Barbara,SD 212,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267556,,no,sole
u-11,Rincon del Alisal,,unattributed,Jose Maria del Ray (priest),Santos and Sons,,,Santa Clara,ND 202,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267518,,no,sole
u-12,"quicksilver mine New Almaden, formerly called Santa Clara",1846,pico,President of Mexico,Andres Castillero,,,Santa Clara,ND 420,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/264383,,no,sole
u-13,Santa Ana y Santa Anita,1836,interim,Nicolas Gutierrez,Luis del Castillo Negrete,,,San Joaquin,S.D. 315,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268940,,no,sole
u-14,Pueblo de los Angeles,1781,spanish,,Pueblo de los Angeles,17172,,,SD 386,Confirmed,"the City of Los Angeles Aug. 9, 1866, and","Aug. 4, 1875","17,172.37",427,,https://digicoll.lib.berkeley.edu/record/269005,,no,share_of_grant
u-15,"Posolomi, including El Posito de las Animas",1844,micheltorena,Juan B. Alvarado and Manuel Micheltorena,Lope Inigo,3391,,Santa Clara,N.D. 410,Confirmed,,"Jan. 18, 1881",,145,,https://digicoll.lib.berkeley.edu/record/264257,,no,sole
u-16,Rio de las Animas,1846,pico,Pio Pico,Leonardo Cota and Julian Chaves,,,Los Angeles,SD 176,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/266134,,no,sole
u-17,Arastradero,1844,micheltorena,Manuel Rodriguez,Alberto F. Morris,,,Santa Cruz,ND 264,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256596,,no,sole
u-18,Arias Rancho,1839,alvarado,Jose Castro,Francisco Arias,,,Monterey,SD 379,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268998,,no,sole
u-19,lands previously assigned to the pueblo,1830,echeandia,,,,,,SD 382,Confirmed,the City of Monterey,"Nov. 19, 1891","29,698.53",256,,https://digicoll.lib.berkeley.edu/record/269001,,no,share_of_grant
u-20,Rincon de la Ballena,1839,alvarado,Juan B. Alvarado,Jose Cornelio Bernar,,,Santa Cruz,ND 229,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256563,,no,sole
u-21,Pueblo of Santa Barbara,1782,spanish,,Pueblo of Santa Barbara,,,Santa Barbara,SD 242,Confirmed,the City of Santa Barbara,"May 31, 1872","17,826.17",386,,https://digicoll.lib.berkeley.edu/record/267583,,no,alternate_dating
u-22,Tomales and Baulinas,1836,interim,Nicolas Gutierrez,Rafael Garcia,8863,,Marin,N.D. 68,Confirmed,,,,38,,https://digicoll.lib.berkeley.edu/record/264452,,no,sole
u-23,Orchard of San Juan Bautista,1846,pico,Pio Pico,Oliver Deleisiguez,,,Monterey,SD 385,REJECTED,,,,,,https://digicoll.lib.berkeley.edu/record/269004,,no,sole
u-24,El Primer Canon or Rio de los Berendos,1844,micheltorena,Manuel Micheltorena,F. Dye,26637,,Tehama,N.D. 12,Confirmed,,"Feb. 28, 1871",,2,,https://digicoll.lib.berkeley.edu/record/264404,,no,sole
u-25,San Justo el Viejo and San Bernabe,1836,interim,Nicolas Gutierrez,Rafael Gonzalez,,,Monterey,S.D. 375,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268995,,no,sole
u-26,Bnacocha,1846,pico,Pio Pico,M. T. Peralta,,,Marin,ND 314,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256643,,no,sole
u-27,Flugge Ranch or Boga,1844,micheltorena,Manuel Micheltorena,Charles William Flugge,22150,,Butte,N.D. 358,Confirmed,,"Oct. 5, 1865",,18,,https://digicoll.lib.berkeley.edu/record/264195,,no,sole
u-28,Bolsa de Tomales,1845,pico,Pio Pico,Juan N. Padilla,,,Marin,ND 121,Confirmed,,,,,22 Howard 87,https://digicoll.lib.berkeley.edu/record/265481,,no,sole
u-29,Bolsas del Potrero y Moro Cojo or La Sagrada Familia,1822,spanish,P. V. de Sola,Jose Joaquin de la Torre,6915,,Monterey,S.D. 7,Confirmed,,"Dec. 19, 1859",,254,,https://digicoll.lib.berkeley.edu/record/266048,,no,sole
u-30,Rancho del Refugio or Pastoria de las Borregas,1842,alvarado,Juan B. Alvarado,Francisco Estrada,,,Santa Clara,N.D. 97,Confirmed,,"Dec. 15, 1865",,144,,https://digicoll.lib.berkeley.edu/record/265458,,no,sole
u-31,Briesgau,1844,micheltorena,Manuel Micheltorena,Wm. Bennitz,,,Shasta,ND 194,Rejected,,,,,23 How. 255,https://digicoll.lib.berkeley.edu/record/265788,,no,sole
u-32,Yerba Buena or Socayre,1833,figueroa,Jose Figueroa,A. Chaboya,24342,,Santa Clara,N.D. 213,Confirmed,,,,183,,https://digicoll.lib.berkeley.edu/record/265805,,no,sole
u-33,Buenavista,1822,echeandia,L. A. Arguello,Jose Santiago Estrada and brothers,7725,,Monterey,S.D. 204,Confirmed,Jose Santiago Estrada (patent issued via his attorney Mariano Malarín),"Sept. 15, 1869","7,725.56",274,,https://digicoll.lib.berkeley.edu/record/267548,,no,sole
u-34,Llano de Buenavista,1823,echeandia,Luis Antonio Arguello,Jose Mariano Estrada,8446,,Monterey,S.D. 151,Confirmed,,"Jan. 4, 1860",,266,,https://digicoll.lib.berkeley.edu/record/266111,,no,sole
u-35,Cahuenga,1843,micheltorena,Manuel Micheltorena,Jose Miguel Triunfo,,,Los Angeles,S.D. 50,Patented,David W. Alexander,"Aug. 2, 1872",,425,,https://digicoll.lib.berkeley.edu/record/266087,,no,sole
u-36,Cahuenga,1846,pico,Jose Castro,Luis Arenas,,,Los Angeles,SD 225,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267566,,no,sole
u-37,Cajon de Muscupiabe,1839,alvarado,Juan B. Alvarado,J. Bandini,,,Los Angeles,SD 378,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268997,,no,sole
u-38,Cajon de los Negros,1846,pico,Pio Pico,Ygnacio Coronel,,,Los Angeles,SD 229,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267570,,no,sole
u-39,Cajuenga,1845,micheltorena,Manuel Micheltorena,Jose Y. Limantour,,,Los Angeles,SD 321,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267617,,no,sole
u-40,Las Calaveras,1846,pico,Pio Pico,F. Pico,,,,ND 399,Rejected,,,,,23 Howard 321,https://digicoll.lib.berkeley.edu/record/264246,,no,sole
u-41,"the California Missions and land (21 Missions, incl. Canada de los Pinos/College Rancho, La Laguna, Two Gardens)",,unattributed,,,,,various,ND/SD 425,Confirmed,,,,,,,,no,sole
u-42,Laguna de Santos Calle,1845,pico,Pio Pico,Victor Prudon and Marcos Baca,,,Yolo,ND 411,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/264258,,no,sole
u-43,Arroyo de los Calsoncillos,1843,micheltorena,Manuel Micheltorena,J. M. Castanares,,,Santa Clara,SD 319,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268943,,no,sole
u-44,Camajal y El Palomar,1846,pico,Pio Pico,Juan J. Warner,,,San Diego,S.D. 358,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268980,,no,sole
u-45,San Juan Capistrano del Camote,1846,pico,Pio Pico,T. Herrera and G. Quintana,,,San Luis Obispo,S.D. 260,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267601,,no,sole
u-46,Camulos,1843,micheltorena,Manuel Micheltorena,Pedro C. Carrillo,,,Santa Barbara,S.D. 239,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267580,,no,sole
u-47,Mission of San Juan Capistrano,1845,pico,Pio Pico,J. Foster,,,Los Angeles,SD 363,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/268985,,no,sole
u-48,Mission of San Juan Capistrano,1845,pico,Pio Pico,J. Foster and J. McKinley,,,Los Angeles,SD 180,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/266136,,no,sole
u-49,Carmel,1846,pico,Pio Pico,William Knight,,,,N.D. 166,Confirmed,,,,157,,https://digicoll.lib.berkeley.edu/record/265526,,no,sole
u-50,Rosa de Castillo,1831,echeandia,Manuel Victoria,Juan Ballestero,,,Los Angeles,SD 309,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268935,,no,sole
u-51,Garden of San Cayetano,1845,pico,Pio Pico,Juan B. Alvarado,,,Santa Clara,ND 414,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/264261,,no,sole
u-52,Cazadores,1844,micheltorena,Manuel Micheltorena,Ernesto Rufus,,,Sacramento,N.D. 376,Rejected,,,,,23 Howard 476,https://digicoll.lib.berkeley.edu/record/264227,,no,sole
u-53,Cholam,1844,micheltorena,Manuel Micheltorena,Mauricio Gonzalez,26627,,San Luis Obispo,S.D. 71,Confirmed,,"Apr. 1, 1865",,314,,https://digicoll.lib.berkeley.edu/record/265821,,no,sole
u-54,La Cienega,1846,pico,Pio Pico,A. Olvera and Narciso Botello,,,Los Angeles,SD 165,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/266124,,no,sole
u-55,La Cienega or Paso de la Tigera,1843,micheltorena,Manuel Micheltorena,Vicente Sanchez,,,Los Angeles,S.D. 360,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/268982,,no,sole
u-56,Cieneguita,1845,pico,Pio Pico,A. Carrillo,,,Santa Barbara,SD 20,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/266060,,no,sole
u-57,Santa Clara Mission lands,1846,pico,Jose Castro,J. de Arnas,,,,ND 196,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265790,,no,sole
u-58,Orchard of Santa Clara,1846,pico,Pio Pico,"Benito Dias, Juan Castaneda and Luis Arenas",,,,ND 412,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/264259,,no,sole
u-59,Mission Santa Clara Orchard,1846,pico,Pio Pico,"Juan Castaneda, Luis Arenas and Benito Dias",,,Santa Clara,ND 402,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/264249,,no,sole
u-60,Rancho de Colus,1845,pico,Pio Pico,John Bidwell,8876,,Colusi,N.D. 28,Confirmed,,,,17,,https://digicoll.lib.berkeley.edu/record/264415,,no,sole
u-61,Los Coluses,1844,micheltorena,Manuel Micheltorena,Juan Daubenbiss,,,Colusi,ND 286,Rejected,,,,,21 How. 412,https://digicoll.lib.berkeley.edu/record/256617,,no,sole
u-62,Corral de Padilla,1836,interim,Nicolas Gutierrez,Baldomero,,,,SD 160,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267528,,no,sole
u-63,Guadalupe Llanito de los Correos,1833,figueroa,Jose Figueroa,Juan Malarin,8858,,Monterey,S.D. 109,Confirmed,,,,273,,https://digicoll.lib.berkeley.edu/record/265850,,no,sole
u-64,one-half of Island Santa Cruz,1839,alvarado,Juan B. Alvarado,Andres Castilleros,,,Santa Barbara,SD 334,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268957,,no,sole
u-65,Huerta de Quati or Cuati,1838,alvarado,Juan B. Alvarado,V. Reid,128,,Los Angeles,S.D. 171,Confirmed,,,,421,,https://digicoll.lib.berkeley.edu/record/266129,,no,sole
u-66,Canada de San Miguelito and Canada del Diablo,1846,pico,Pio Pico,Ramon Rodriguez,8877,,Santa Barbara,S.D. 57,Confirmed,,"June 15, 1871",,391,,https://digicoll.lib.berkeley.edu/record/266094,,no,sole
u-67,Pueblo of San Diego,1769,spanish,,Pueblo of San Diego,48556,,,SD 390,Confirmed,,,,526,,https://digicoll.lib.berkeley.edu/record/102020,,no,alternate_dating
u-68,"37 50-vara lots, Mission Dolores",1846,pico,Pio Pico,Prudencio Santillan,,,San Francisco,ND 200,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265794,,no,sole
u-69,"47 50-vara lots, Mission Dolores",,unattributed,,,,,San Francisco,ND 201,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265795,,no,sole
u-70,Encino,1845,pico,Pio Pico,"Ramon, Francisco and Roque",,,Los Angeles,ND 292,Confirmed,,,,,,,,no,sole
u-71,Loma del Espiritu Santo,1839,alvarado,Juan B. Alvarado,Maria del Espiritu Santo Carrillo,,,Monterey,SD 234,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267575,,no,sole
u-72,San Felipe,1836,interim,Nicolas Gutierrez,F. D. Pacheco,,,Monterey,SD 78,Confirmed,,,,233,,https://digicoll.lib.berkeley.edu/record/265826,,no,sole
u-73,Nueva Flandria,1844,micheltorena,Manuel Micheltorena,G. Swat,,,,ND 272,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256604,,no,sole
u-74,one-fourth league,1844,micheltorena,Miguel Muro (priest),Buenaventura et al. (Neophytes),,,Santa Clara,ND 290,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256620,,no,sole
u-75,two 50-vara lots in San Francisco,1845,pico,Pio Pico,S. Smith,,,San Francisco,ND 284,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256615,,no,sole
u-76,Potrero de San Francisco,1844,micheltorena,Manuel Micheltorena,Ramon Francisco de Haro,,,San Francisco,N.D. 381,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/264232,,no,sole
u-77,Potrero de San Francisco,1844,micheltorena,Manuel Micheltorena,Ramon de Haro and Francisco de Haro,,,San Francisco,ND 381,Rejected — D.C. decree 19 Feb 1862 rejecting the claim,,,,,,,,no,sole
u-78,Pueblo of San Francisco,1833,figueroa,,Pueblo of San Francisco,,,,N.D. 427,Confirmed,,"June 20, 1884",,155,,https://digicoll.lib.berkeley.edu/record/264271,,no,sole
u-79,Panoche Grande,1844,micheltorena,Manuel Micheltorena,V. Gomez,,,San Joaquin,ND 278,Confirmed,,,,,23 Howard 326,,,no,sole
u-80,half of San Ramon or Las Juntas,1833,figueroa,Jose Figueroa,Bartolo Pacheco and Mariano Castro,,,Contra Costa,N.D. 322,Confirmed,,"Apr. 7, 1866",,116,,https://digicoll.lib.berkeley.edu/record/256649,,no,sole
u-81,one-half of Las Virgenes,1834,figueroa,Jose Figueroa,D. Carrillo et al,,,Los Angeles,S.D. 256,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267597,,no,sole
u-82,surplus lands of New Helvetia,1845,micheltorena,Manuel Micheltorena,John A. Sutter,,,Yuba,,,,,,,,,,no,sole
u-83,Huerhuero or Huerfano,1842,pico,Juan B. Alvarado; Pio Pico,Mariano Bonilla,15684,,San Luis Obispo,S.D. 196,Confirmed,,"Aug. 9, 1866",,315,,https://digicoll.lib.berkeley.edu/record/267540,,no,sole
u-84,Las Huertas,1844,micheltorena,Manuel Micheltorena,"Francisco, Luis and Raymundo",,,Santa Barbara,SD 207,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267551,,no,sole
u-85,"Mission Indian lands (Santa Clara; Las Gallinas, El Nacimiento, La Estrella; tracts near Mission Santa Ynes; one square league in each of the 21 Missions)",1844,micheltorena,Manuel Micheltorena,the Indians,,,various,ND/SD 422,Rejected,,,,,,,,no,sole
u-86,Mission of Santa Inez,1846,pico,Pio Pico,J. M. Covarrubias et al,,,Santa Barbara,SD 369,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268990,,no,sole
u-87,San Isidro,1833,figueroa,Jose Figueroa,Quintin Ortega et al,4438,,Santa Clara,N.D. 216,Confirmed,,"Sept. 27, 1867",,228,,https://digicoll.lib.berkeley.edu/record/265808,,no,sole
u-88,Sobrante of Jacinto Viejo y Nuevo,1846,pico,Pio Pico,Maria del Rosario Estudillo de Aguirre,,,San Diego,S.D. 80,Confirmed,,,,486,,https://digicoll.lib.berkeley.edu/record/265828,,no,sole
u-89,San Jacinto,1842,alvarado,Manuel Jimeno,J. A. Estudillo,,,San Diego,S.D. 233,Confirmed,,"Jan. 17, 1880",,489,,https://digicoll.lib.berkeley.edu/record/267574,,no,sole
u-90,two-thirds of Jesus Maria,1837,alvarado,Juan B. Alvarado,Lucas Olivera et al,42184,,Santa Barbara,S.D. 268,Confirmed,,"Sept. 7, 1871",,356,,https://digicoll.lib.berkeley.edu/record/267609,,no,sole
u-91,Jimeno Rancho,1844,micheltorena,Manuel Micheltorena,Manuel Jimeno,48854,,Colusi,N.D. 23,Confirmed,,,,22,18 Howard 557,https://digicoll.lib.berkeley.edu/record/264412,,no,sole
u-92,Pueblo of San Jose,1777,spanish,Felipe de Neve,Pueblo of San Jose,,,,N.D. 419,Confirmed,,,,179,,https://digicoll.lib.berkeley.edu/record/264265,,no,sole
u-93,3 suertes in San Jose,1785,spanish,authority of the King of Spain,Mazario Laez,,,Santa Clara,ND 254,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256586,,no,sole
u-94,Larkin's Rancho,1844,micheltorena,Manuel Micheltorena,F. Larkin et al,44364,,Colusi,N.D. 115,Confirmed,,,,16,,https://digicoll.lib.berkeley.edu/record/265475,,no,sole
u-95,Punta de Lobos,1846,pico,Pio Pico,Benito Diaz,,,San Francisco,N.D. 394,Rejected,,,,,24 Howard 125,https://digicoll.lib.berkeley.edu/record/264466,,no,sole
u-96,Locoyollome,1845,micheltorena,Jose de los Santos Berreyesa (first Alcalde of the District of Sonoma),John Rainsford,,,Napa,ND 267,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256599,,no,sole
u-97,San Luis Rey and Pala,1846,pico,Pio Pico,Antonio Jose Scott and Jose Antonio Pico,,,San Diego,SD 339,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/268962,,no,sole
u-98,Lup Yomi,1844,micheltorena,Manuel Micheltorena,Salvador Vallejo et al,,,Napa,N.D. 8,Rejected,,,,,22 Howard 392,https://digicoll.lib.berkeley.edu/record/264401,,no,sole
u-99,Lupyomi,1844,micheltorena,Manuel Micheltorena,Jose Y. Limantour,,,,ND 317,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256646,,no,sole
u-101,portion of Mallacomes or Moristal (No. 58),1843,micheltorena,Manuel Micheltorena,Jose de los Santos Berreyesa,8328,,Sonoma,ND 150,Confirmed,,"Sept. 5, 1872",,403,,https://digicoll.lib.berkeley.edu/record/265510,,no,sole
u-102,Matzultaquea,1845,pico,Pio Pico,Ramon Carrillo,,,Los Angeles,,,,,,,,,,no,sole
u-103,Medano,1839,alvarado,Juan B. Alvarado,Jose Antonio and Jose Maria Meza,,,Contra Costa,ND 291,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256621,,no,sole
u-104,Melyo,1833,figueroa,Jose Figueroa,S. E. Arguello,,,San Diego,SD 91,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/266104,,no,sole
u-105,San Miguelito de Trinidad,1841,alvarado,Juan B. Alvarado,Jose Rafael Gonzalez,22135,,Monterey,ND 18,Confirmed,,,,,,,,no,sole
u-106,Rincon de la Puenta del Monte,1836,interim,Gutierrez,T. Gonzales,15218,,Monterey,S.D. 101,Confirmed,,,,272,,https://digicoll.lib.berkeley.edu/record/265844,,no,sole
u-107,Moquelamo,1846,pico,Pio Pico,A. Pico,,,Calaveras,ND 184,Rejected,,,,,22 How. 406,https://digicoll.lib.berkeley.edu/record/265543,,no,sole
u-108,Nemshas,1844,micheltorena,Manuel Micheltorena,Teodoro Sicard,,,,ND 302,Rejected,,,,,24 Howard 151,https://digicoll.lib.berkeley.edu/record/256631,,no,sole
u-109,Nicasia,1844,micheltorena,Manuel Micheltorena,Pablo de la Guerra and Juan Cooper,56621,,Marin,N.D. 392,Confirmed,,"Nov. 1, 1861",,32,,https://digicoll.lib.berkeley.edu/record/264241,,no,sole
u-110,Ojay,1837,alvarado,Juan B. Alvarado,F. Tico,17792,,Santa Barbara,S.D. 168,Confirmed,,,,389,,https://digicoll.lib.berkeley.edu/record/266126,,no,sole
u-111,one-sixth of San Pedro,1822,spanish,P. V. de Sola,Cristobal Dominguez,,,Los Angeles,S.D. 313,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268938,,no,sole
u-112,Canada de los Osos,1844,micheltorena,Manuel Micheltorena,M. Castro,,,Monterey,ND 191,Rejected,,,,,,,,no,sole
u-113,El Pajaro,1843,micheltorena,Jose R. Estrada,J. M. Borgas,,,Monterey,SD 291,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268918,,no,sole
u-114,Canada de los Pinacates,1835,figueroa,Jose Castro,Jose Cruz and Jose Maria Cruz,,,Los Angeles,SD 270,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267611,,no,sole
u-115,Point Pinos,1833,figueroa,Jose Figueroa,Jose Maria Armenta,,,Monterey,SD 380,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268999,,no,sole
u-116,Rio de las Plumas (in Jimeno's Index),1844,micheltorena,Manuel Micheltorena,Charles W. Flugge,,,Butte,ND 259,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256591,,no,sole
u-117,Potrero,1843,micheltorena,Manuel Micheltorena,J. M. Fuentes,,,Santa Clara,N.D. 209,Rejected,,,,,22 Howard 443,https://digicoll.lib.berkeley.edu/record/265802,,no,sole
u-118,Pueblo of Sonoma,1835,figueroa,M. G. Vallejo,Pueblo of Sonoma,,,,N.D. 423,Confirmed,,,,68,,https://digicoll.lib.berkeley.edu/record/264267,,no,sole
u-119,Quien Sabe,1836,interim,Nicolas Gutierrez,F. C. Negrete,,,San Joaquin,SD 370,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268991,,no,sole
u-120,Sansal Redondo,1837,alvarado,Juan B. Alvarado,A. Y. Abila,,,Los Angeles,S.D. 354,Confirmed,,"Mar. 22, 1875",,438,,https://digicoll.lib.berkeley.edu/record/268976,,no,sole
u-121,Island of Sacramento,1845,alvarado,Juan B. Alvarado,Roberto Elwell,,,,N.D. 270,Rejected,,,,,23 Howard 312,https://digicoll.lib.berkeley.edu/record/256602,,no,sole
u-122,Sacramento,1846,pico,Pio Pico,M. Diaz,,,Colusi,ND 188,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265784,,no,sole
u-123,Island of Sacramento,1844,micheltorena,Manuel Micheltorena,Victor Prudon,,,,ND 193,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265787,,no,sole
