id,name,year,era,governor,grantee,acres,leagues,county,land_case,outcome,patent_to,patent_date,patent_acres,glo_patent_no,scotus_cite,bancroft_scan_url,portal_url,mapped,docket_relation
u-124,Sayente,1833,figueroa,Jose Figueroa,Joaquin Buelna,,,Santa Cruz,ND 309,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256638,,no,sole
u-125,Sierra de los Verdugos,1846,pico,Pio Pico,A. Coronel,,,Los Angeles,SD 163,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/266122,,no,sole
u-126,Socayac,1844,micheltorena,Manuel Micheltorena,John Chamberlain,,,,N.D. 348,Rejected,,,,,23 Howard 476,https://digicoll.lib.berkeley.edu/record/264185,,no,sole
u-127,3 suertes,1843,micheltorena,Jose R. Estrada (Prefect of the First District),Jose C. Boronda,,,Monterey,SD 377,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268996,,no,sole
u-128,Town of Sutter,,unattributed,,,,,Sacramento,ND 369,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/264205,,no,sole
u-129,Temalpais or Tamalpais,1845,pico,Pio Pico,H. Sanchez,,,Marin,N.D. 185,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265544,,no,sole
u-130,Tinicasia,1841,alvarado,M. G. Vallejo,San Rafael tribe of Indians,,,Marin,ND 210,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267519,,no,sole
u-131,unnamed tract (10 by 2 leagues),1844,micheltorena,Manuel Micheltorena,Jose Antonio Galindo,,,Mendocino,N.D. 408,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/264255,,no,sole
u-132,unnamed tract (4 square leagues),1846,pico,Pio Pico,Dionisio and Maximo Fernandez,17805,,Butte,N.D. 377,Confirmed,,,,15,,https://digicoll.lib.berkeley.edu/record/264228,,no,sole
u-133,unnamed tract (9 square leagues),1844,micheltorena,Manuel Micheltorena,Rafael Garcia,,,Mendocino,N.D. 96,Rejected,,,,,22 Howard 274,https://digicoll.lib.berkeley.edu/record/265457,,no,sole
u-134,Valle de las Viejas,1846,pico,Pio Pico,Ramon Asuna et al,,,San Diego,S.D. 249,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267590,,no,sole
u-135,La Vena,1842,alvarado,Juan B. Alvarado,F. E. Quintana,,,San Luis Obispo,S.D. 292,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268919,,no,sole
u-136,Willy,1844,micheltorena,Manuel Micheltorena and J. A. Sutter,Michael C. Nye,,,,ND 268,Rejected,,,,,21 Howard 408,https://digicoll.lib.berkeley.edu/record/256600,,no,sole
u-137,Yucuy,1846,pico,Jose de los Santos Berreyesa,J. J. Berreyesa,,,,ND 279,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256610,,no,sole
u-138,Yulupa,1844,micheltorena,Manuel Micheltorena,Miguel Alvarado,,,Sonoma,N.D. 140,Rejected,,,,,22 Howard 416,https://digicoll.lib.berkeley.edu/record/265500,,no,sole
